"----------"," Entity 562588"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-1798","NON CERTIFIED ORGANS","112", , , , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-325","HOSPICE","116", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-71","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-61737","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1507","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-34","CHILDRENS HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1041","DIETARY","10", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-139","CHILDRENS DIETARY","10", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-3997","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-144","CHILDREN NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-55","CHILDRENS CENTRAL SERVICE & SUPPLY","14", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-2843","PHARMACY","15", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-934","CHILDRENS PHARMACY","15", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-68","SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-21","CHILDRENS SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-30993","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-16540","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-131","MEDICAL TECHNOLOGY PROGRAM","23", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-327","CLINICAL PASTORAL EDUCATION PROGRAM","23", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1044","PHARM-D PROGRAM","23", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1945","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-559","INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-40","NEONATAL INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-34","CHILDRENS INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-4","SUBPROVIDER - IPF","40", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-31165","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-809","CHILDRENS OPERATING ROOM","50", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-37062","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1345","CHILDRENS ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-19809","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-26","CHILDRENS RADIOLOGY - DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-7782","RADIOLOGY-THERAPEUTIC","55", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-6","RADIOISOTOPE","56", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-11","CT SCAN","57", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-913","CARDIAC CATHETERIZATION","59", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1365","LABORATORY","60", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-10155","ANATOMIC PATHOLOGY","60", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-356","HISTOCOMPATABILITY","60", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1681","BLOOD STORING  PROCESSING & TRANS.","63", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-367","INTRAVENOUS THERAPY","64", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-6562","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-520","PULMONARY LAB","65", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-105","CHILDRENS RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1220","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-39","CHILDRENS PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-58","OCCUPATIONAL THERAPY","67", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-9","CHILDRENS OCCUPATIONAL THERAPY","67", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-763","SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-2617","AUDIOLOGY","68", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-43","CHILDRENS SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-8113","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-5057","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-298","CARDIAC REHAB","76", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-121051","CLINIC","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-5214","CLINIC-KILLEEN","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-2744","CLINIC-FPC","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-4051","CLINIC-NORTHSIDE","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-4848","CLINIC-BELTON","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1212","CLINIC-KILLEEN WEST","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-384","CLINIC-KILLEEN CANCER CENTER","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1024","CLINIC-SALADO","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1336","CLINIC-TEMPLE TOWNE CTR","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-831","CLINIC-GATESVILLE","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1389","CLINIC-HARKER HTS","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-607","CLINIC- WEST TEMPLE PEDICATRICS","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-11","CLINIC-MOODY","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-893","CLINIC-HEWITT","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-13972","CLINIC-WACO","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-2287","CLINIC-BELLMEAD","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1923","CLINIC-CAMERON","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-7716","CLINIC-HEMINGWAY","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-3440","CLINIC-WESTFIELD","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-8403","CLINIC CHILDRENS","90", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-9633","EMERGENCY","91", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1679","CHILDRENS EMERGENCY","91", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-315","HOME PROGRAM DIALYSIS","94", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-104","HOME HEALTH AGENCY","101", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-2383","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"NONALLOWABLE TRAVEL EXPENSES OFFSET","A","-1565","HOSPICE","116", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-19682","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-758","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-133","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-7216","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1302","PHARMACY","15", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-350","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-150","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-22","MEDICAL TECHNOLOGY PROGRAM","23", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-3237","CLINICAL PASTORAL EDUCATION PROGRAM","23", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-3183","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-780","INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-124","NEONATAL INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-139","CHILDRENS INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-10040","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-288","CHILDRENS OPERATING ROOM","50", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-758","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-2377","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-96","CHILDRENS RADIOLOGY - DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-17","MRI","58", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-786","LABORATORY","60", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-402","ANATOMIC PATHOLOGY","60", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-17","CHILDRENS LABORATORY","60", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-73711","BLOOD STORING  PROCESSING & TRANS.","63", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1047","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-274","CHILDRENS RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-34","SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-312","AUDIOLOGY","68", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-103","CHILDRENS SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-134","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-817","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-21277","CLINIC","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-3290","CLINIC-KILLEEN","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-845","CLINIC-FPC","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-659","CLINIC-NORTHSIDE","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1190","CLINIC-BELTON","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-76","CLINIC-KILLEEN WEST","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-260","CLINIC-SALADO","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1737","CLINIC-TEMPLE TOWNE CTR","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-941","CLINIC-GATESVILLE","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-70","CLINIC-HARKER HTS","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1702","CLINIC- WEST TEMPLE PEDICATRICS","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-63","CLINIC-MOODY","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-249","CLINIC-HEWITT","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-5551","CLINIC-WACO","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-138","CLINIC-BELLMEAD","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-184","CLINIC-CAMERON","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1182","CLINIC-HEMINGWAY","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-662","CLINIC-WESTFIELD","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1203","CLINIC CHILDRENS","90", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1201","EMERGENCY","91", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1982","CHILDRENS EMERGENCY","91", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1827","HOME HEALTH AGENCY","101", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-248","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-3914","HOSPICE","116", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1550","HOSPICE-WACO","116", , , , , , , , , , , , , , , 
"PROMOTIONAL ITEMS","B","-1495","RESEARCH OVERHEAD","191", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-323835","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-866","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-22481","INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-4581","CHILDRENS INTENSIVE CARE UNIT","31", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-5909","SKILLED NURSING FACILITY","44", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-2265142","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-14407426","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-872438","CHILDRENS ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-216692","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-15183","RADIOLOGY-THERAPEUTIC","55", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-175279","BLOOD STORING  PROCESSING & TRANS.","63", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-467758","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-381242","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-7605582","CLINIC","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-394079","CLINIC-KILLEEN","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-165892","CLINIC-FPC","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-665145","CLINIC-NORTHSIDE","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-374617","CLINIC-BELTON","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-223628","CLINIC-KILLEEN WEST","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-194524","CLINIC-SALADO","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-71127","CLINIC-TEMPLE TOWNE CTR","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-233364","CLINIC-GATESVILLE","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-179640","CLINIC-HARKER HTS","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-15522","CLINIC- WEST TEMPLE PEDICATRICS","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-94651","CLINIC-MOODY","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-120613","CLINIC-HEWITT","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-800910","CLINIC-WACO","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-154651","CLINIC-BELLMEAD","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-102925","CLINIC-CAMERON","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-657268","CLINIC-HEMINGWAY","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-427765","CLINIC-WESTFIELD","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-82635","CLINIC CHILDRENS","90", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-316585","EMERGENCY","91", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-8297","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
"NON-PHYSICIAN ADJUSTMENT","A","-81923","HOSPICE","116", , , , , , , , , , , , , , , 
"LOBBYING COST IN DUES","A","-14711","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"EST IMPLEMENTATION COST ASBESTOS","A","-323056","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"PART B CONTRACT PHYSICIAN ADJUSTMENT","A","-664508","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"PART B CONTRACT PHYSICIAN ADJUSTMENT","A","-611302","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"PART B CONTRACT PHYSICIAN ADJUSTMENT","A","-682844","CLINIC","90", , , , , , , , , , , , , , , 
"PART B CONTRACT PHYSICIAN ADJUSTMENT","A","-26744","CLINIC-NORTHSIDE","90", , , , , , , , , , , , , , , 
"PART B CONTRACT PHYSICIAN ADJUSTMENT","A","-21266","CLINIC-HEMINGWAY","90", , , , , , , , , , , , , , , 
"PART B CONTRACT PHYSICIAN ADJUSTMENT","A","-77769","EMERGENCY","91", , , , , , , , , , , , , , , 
"PHARMACY 340B COST","A","-19678348","PHARMACY 340B","15", , , , , , , , , , , , , , , 
"PHARMACY OTHER REVENUE","B","-9532438","DRUGS CHARGED TO PATIENTS","73", , , , , , , , , , , , , , , 
"PHARMACY OTHER REVENUE","B","-1835848","CHILDRENS DRUGS CHARGED TO PATIENTS","73", , , , , , , , , , , , , , , 
"PHARMACY OTHER REVENUE","B","-6053132","340B DRUGS","73", , , , , , , , , , , , , , , 
"TRANSPLANT PART B","A","-412415","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"TRANSPLANT PART B","A","-123527","CLINIC","90", , , , , , , , , , , , , , , 
"TRANSPLANT PART B","A","-74875","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"TRANSPLANT PART B","A","-12479","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
"TRANSPLANT PART B","A","-37438","NON CERTIFIED ORGANS","112", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A810000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Amount of","included in","Adjustments","Wkst.","", , , , , , , , , , , 
"","","","","Allowable","Wkst. A","(col. 4 minus","A-7","", , , , , , , , , , , 
"","Line No.","Cost Center","Expense Items","Cost","column 5","col. 5) *","Ref.","", , , , , , , , , , , 
"","1","2","3","4","5","6","7","", , , , , , , , , , , 
 ,"Entity[562588] Report(A810000[00100])","Entity[562588] Report(A810000[00200])","Entity[562588] Report(A810000[00300])","Entity[562588] Report(A810000[00400])","Entity[562588] Report(A810000[00500])","Entity[562588] Report(A810000[00600])","Entity[562588] Report(A810000[00700])", , , , , , , , , , , , 
 ,"1","CAP REL COSTS-BLDG & FIXT","CAP REL COSTS-BLDG & FIXT","31899608","1977847","29921761","9", , , , , , , , , , , , 
 ,"5","ADMINISTRATIVE & GENERAL","ADMINISTRATIVE & GENERAL","113933175","34727714","79205461", , , , , , , , , , , , , 
 ,"2","CAP REL COSTS-MVBLE EQUIP","CAP REL COSTS-MVBLE EQUIP","34739568", ,"34739568","9", , , , , , , , , , , , 
 ,"4","EMPLOYEE BENEFITS DEPARTMENT","EMPLOYEE BENEFITS DEPARTMENT","19951701","1151760","18799941", , , , , , , , , , , , , 
 ,"7","OPERATION OF PLANT","OPERATION OF PLANT","10819442","1111215","9708227", , , , , , , , , , , , , 
 ,"8","LAUNDRY & LINEN SERVICE","LAUNDRY & LINEN SERVICE","759553","158835","600718", , , , , , , , , , , , , 
 ,"9","HOUSEKEEPING","HOUSEKEEPING","915398","544041","371357", , , , , , , , , , , , , 
 ,"16","MEDICAL RECORDS & LIBRARY","MEDICAL RECORDS & LIBRARY","3283547","12","3283535", , , , , , , , , , , , , 
 ,"17","SOCIAL SERVICE","SOCIAL SERVICE","6488","376246","-369758", , , , , , , , , , , , , 
 , , , ,"216308480","40047670","176260810", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A820010 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","","",""," FROM ____________","","","", , , , , , , , , 
"","","","",""," ________________",""," TO _______________","","","", , , , , , , , , 
"","","Cost Center/","","","","","Physician/","","5 Percent of","", , , , , , , , , 
"","Wkst. A","Physician","Total","Professional","Provider","RCE","Provider","Unadjusted","Unadjusted","", , , , , , , , , 
"","Line #","Identifier","Remuneration","Component","Component","Amount","Component Hours","RCE Limit","RCE Limit","", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","", , , , , , , , , 
 ,"Entity[562588] Report(A820010[00100])","Entity[562588] Report(A820010[00200])","Entity[562588] Report(A820010[00300])","Entity[562588] Report(A820010[00400])","Entity[562588] Report(A820010[00500])","Entity[562588] Report(A820010[00600])","Entity[562588] Report(A820010[00700])","Entity[562588] Report(A820010[00800])","Entity[562588] Report(A820010[00900])", , , , , , ,"Entity[562588] Report(A820010[01600])","Entity[562588] Report(A820010[01700])","Entity[562588] Report(A820010[01800])", 
 ,"30","ADULTS & PEDIATRICS","691964","469033","222931","171400","1646","135637","6782", , , , , , ,"135637","87294","556327", 
 ,"31","INTENSIVE CARE UNIT","703065","566237","136828","171400","500","41202","2060", , , , , , ,"41202","95626","661863", 
 ,"50","OPERATING ROOM","19877833","17116120","2761713","217600","12468","1304345","65217", , , , , , ,"1304345","1457368","18573488", 
 ,"53","ANESTHESIOLOGY","19016947","17079270","1937677","217600","6833","714837","35742", , , , , , ,"714837","1222840","18302110", 
 ,"53","CHILDRENS ANESTHESIOLOGY","3549063","3198862","350201","217600","1477","154517","7726", , , , , , ,"154517","195684","3394546", 
 ,"54","RADIOLOGY-DIAGNOSTIC","16040973","14197293","1843680","217600","7501","784720","39236", , , , , , ,"784720","1058960","15256253", 
 ,"55","RADIOLOGY-THERAPEUTIC","3193178","2833471","359707","219500","1246","131489","6574", , , , , , ,"131489","228218","3061689", 
 ,"56","RADIOISOTOPE","936503","745078","191425","219500","885","93393","4670", , , , , , ,"93393","98032","843110", 
 ,"59","CARDIAC CATHETERIZATION","2809239","2170054","639185","217600","2105","220215","11011", , , , , , ,"220215","418970","2589024", 
 ,"60","LABORATORY","1405837","921794","484043","219500","2447","258229","12911", , , , , , ,"258229","225814","1147608", 
 ,"60","ANATOMIC PATHOLOGY","6139770","5312849","826921","219500","4549","480051","24003", , , , , , ,"480051","346870","5659719", 
 ,"65","RESPIRATORY THERAPY","7905048","6682609","1222438","171400","6890","567763","28388", , , , , , ,"567763","654675","7337285", 
 ,"90","CLINIC","3842603","3297599","545004","171400","2843","234274","11714", , , , , , ,"234274","310730","3608329", 
