"----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"PENALTIES","A","-2","LABORATORY","60", , , , , , , , , , , , , , , 
"PENALTIES","A","-120","BONE MARROW TRANSPLANT","76", , , , , , , , , , , , , , , 
"PENALTIES","A","-369","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"PENALTIES","A","-213","HOME PROGRAM DIALYSIS","94", , , , , , , , , , , , , , , 
"HOME HEALTH CARE MGMT SUPPORT","A","-106969","ADMITTING","5", , , , , , , , , , , , , , , 
"BOND LOSS AMORT - 1995","A","118998","CAP REL COSTS-BLDG & FIXT","1","11", , , , , , , , , , , , , , 
"BOND LOSS AMORT - 1995 & 1989B","A","54878","CAP REL COSTS-BLDG & FIXT","1","11", , , , , , , , , , , , , , 
"BOND LOSS AMORT - 1999A","A","86679","CAP REL COSTS-BLDG & FIXT","1","11", , , , , , , , , , , , , , 
"BOND LOSS AMORT - 2007","A","261593","CAP REL COSTS-BLDG & FIXT","1","11", , , , , , , , , , , , , , 
"DONATED SUPPLIES","A","-18220","CENTRAL SERVICES & SUPPLY","14", , , , , , , , , , , , , , , 
"SINGLE AUDIT","A","-20800","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"MISAPPLIED GRANT CONTRACTUAL ALLOWAN","A","-3630","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"MISAPPLIED GRANT CONTRACTUAL ALLOWAN","A","-1386","CLINIC","90", , , , , , , , , , , , , , , 
"MISAPPLIED GRANT CONTRACTUAL ALLOWAN","A","-3536","RESEARCH - OTHER SPONSORED","191", , , , , , , , , , , , , , , 
"MISAPPLIED GRANT CONTRACTUAL ALLOWAN","A","-742961","RESEARCH - DEPARTMENTAL","191", , , , , , , , , , , , , , , 
"CHILD LIFE CAMP","A","-61021","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"CHILD LIFE CAMP","A","-3910","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"PICU NURSE PRACTITIONERS","A","-14775","PICU","31", , , , , , , , , , , , , , , 
"AMORT OF EPIC START-UP COST","A","59207","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"INTEREST EXPENSE","A","-16498802","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"INVESTMENT RATE SWAP SETTLEMENT","A","-3499686","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"HOUSESTAFF COST","A","-16669","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"RETIREMENT EXPENSE","A","-418023","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"NON-PATIENT COMMUNITY BENEFITS","A","-321135","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"NON-PATIENT COMMUNITY BENEFITS","A","-361","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"NON-PATIENT COMMUNITY BENEFITS","A","-424","SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"NON-PATIENT COMMUNITY BENEFITS","A","-20079","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-PATIENT COMMUNITY BENEFITS","A","-181","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-PATIENT COMMUNITY BENEFITS","A","-600","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-96","ADMITTING","5", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-3241","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-661","DIETARY","10", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-2043","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-379","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-9100","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-503","NICU","31", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-3443","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-1127","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-5","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-764","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-2768","SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-750","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-1989","CLINIC","90", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-3633","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"ACTIVITY SUPPLIES","A","-242","EMERGENCY","91", , , , , , , , , , , , , , , 
"DEPARTMENT OF SURGERY DESIGNATED FUN","A","-418655","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"AMORT OF WEST CAMPUS START-UP COST","A","631457","A&G - WEST CAMPUS","5", , , , , , , , , , , , , , , 
"AMORT OF PFW START-UP COST","A","521782","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"RECRUITMENT","A","-9533","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"RECRUITMENT","A","-1278","PM&R ADMIN","18", , , , , , , , , , , , , , , 
"RECRUITMENT","A","-63156","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"RECRUITMENT","A","-450","NEUROSURGERY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON OF CAPITAL ASSETS FOR AHA ADJU","A","3552357","CAP REL COSTS-BLDG & FIXT","1","9", , , , , , , , , , , , , , 
"ADDON OF CAPITAL ASSETS FOR AHA ADJU","A","83838","CAPITAL REL COSTS - 8080/RISE","1","9", , , , , , , , , , , , , , 
"ADDON OF CAPITAL ASSETS FOR AHA ADJU","A","2096208","CAPITAL REL COST - FEIGIN/NRI","1","9", , , , , , , , , , , , , , 
"ADDON OF CAPITAL ASSETS FOR AHA ADJU","A","169216","CAP REL COSTS - MEYER","1","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-106591","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-150233","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-229699","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-380004","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-930749","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-566020","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-1311946","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"OFFSET CAPITAL ASSETS < $5 000 - FY","A","-2119608","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","1546","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","2188714","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","4619","MATERIALS MANAGEMENT","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","261012","ADMITTING","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","4335","CASHIERING  ACCOUNTS","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","11273","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","63330","A&G - RESEARCH","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","273838","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","19807","A&G - WEST CAMPUS","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","33794","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","30533","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","435186","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","1792","OPER OF PLANT - 8080/RISE","7", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","71572","OPER OF PLANT - FEIGIN/NRI","7", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","69564","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","12501","HOUSEKEEPING - FEIGIN/NRI","9", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","1207","HOUSEKEEPING - MEYER","9", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","172819","DIETARY","10", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","177461","CAFETERIA","11", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","86305","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","25591","CENTRAL SERVICES & SUPPLY","14", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","89363","PHARMACY","15", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","13166","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","111792","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","15091","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","23289","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","7634","NUTRITION AND GI ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","18773","RHEUMATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","1810","ORTHOPEDIC SURG ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","41200","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","42699","DIABETES & ENDOCRINE ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","2112","OTOLARYNGOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","978","NEUROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","63","UROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","76662","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","66557","NEPHROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","76433","OB/GYN ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","27838","FETAL CENTER ADMIN","18", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","688547","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","25970","PICU","31", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","380248","NICU","31", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","229251","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","47476","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","338961","DELIVERY ROOM & LABOR ROOM","52", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","54592","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","215175","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","25522","CT SCAN","57", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","45859","MRI","58", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","84992","LABORATORY","60", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","11544","WHOLE BLOOD & PACKED RED BLOOD CELL","62", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","8168","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","50564","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","3098","ELECTROCARDIOLOGY","69", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","46","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","60566","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","114513","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","70478","INFUSION CENTER","76", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","104916","FETAL CENTER","76", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","182979","CLINIC","90", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","238066","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","25638","EMERGENCY","91", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","29568","AMBULANCE SERVICES","95", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","36041","GIFT  FLOWER  COFFEE SHOP & CANTEEN","190", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","14403","RESEARCH - CRC","191", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","108709","RESEARCH - DEPARTMENTAL","191", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","4676","RESEARCH - CORES","191", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","30077","GUEST SERVICES","194", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","24566","MARKETING","194", , , , , , , , , , , , , , , 
"ADDON ON OF CAPITAL ASSETS < $5 000","A","140073","COMMUNITY BASED CLINICS","194", , , , , , , , , , , , , , , 
"PATIENT TELEVISION","A","-3800","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"NRI C06 GRANT DEPRECIATION","A","-169722","CAPITAL REL COST - FEIGIN/NRI","1","9", , , , , , , , , , , , , , 
"NRI C06 GRANT DEPRECIATION","A","-236988","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"UNIVERSITIES AND COLLEGES","A","-57190","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"UNIVERSITIES AND COLLEGES","A","-14285","CRITICAL CARE ADMIN","18", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-323","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","1065","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-38","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-9","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-32595","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-72","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-32","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-160","LABORATORY","60", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-176","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"MISCELLANEOUS EXPENSE","A","-400","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"MOTHER BABY UNIT GIVEAWAYS","A","-31620","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NONREIMBURSABLE TAXES","A","-138917","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"NONREIMBURSABLE TAXES","A","-4543","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-13","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-1063","NONPATIENT TELEPHONES","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-10339","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-96","ADMITTING","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-30","CASHIERING  ACCOUNTS","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-1416","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-2112","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-8","A&G - WEST CAMPUS","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-338","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-139","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-2510","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-25","CAFETERIA","11", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-365","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-2898","PHARMACY","15", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-129","AMBULATORY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-79","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-226","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-1330","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-35","ADOLESCENT SPORTS MED ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-2405","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-713","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-1352","NEPHROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-6","OB/GYN ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-433","COMMUNITY CLINIC ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-30","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-83","NICU","31", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-880","CVICU","31", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-240","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-220","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-25","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-4216","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-299","CLINIC","90", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-161","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"NON-ALLOWABLE ADMINISTRATION EBER","A","-6","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-225","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-769","NONPATIENT TELEPHONES","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-4","ADMITTING","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-4","CASHIERING  ACCOUNTS","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-859","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-26173","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-880","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-416","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-29","OPER OF PLANT - FEIGIN/NRI","7", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-5599","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-2743","PHARMACY","15", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-267","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-109","SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-57","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-16120","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-4560","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-1280","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-18688","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-216","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-3539","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-597","NEUROSURGERY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-2713","PSYCHOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-35","ANCILLARY ADMINISTRATION","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-5","FETAL CENTER ADMIN","18", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-1211","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-159","DELIVERY ROOM & LABOR ROOM","52", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-45","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-501","LABORATORY","60", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-37","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-630","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-9931","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-1206","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-363","CLINIC","90", , , , , , , , , , , , , , , 
"NON-ALLOWABLE PROCUREMENT CARD","A","-200","EMERGENCY","91", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-162518","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-29190","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-30","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-2161","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-4310","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-1684","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-450","OTOLARYNGOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","31","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-199","NEPHROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"ADVERTISING AND PUBLICITY","A","-40","COMMUNITY CLINIC ADMIN","18", , , , , , , , , , , , , , , 
